Region,SOC,Occupation Title,Typical Entry Level Education,2025 Jobs,2025 - 2030 % Change,Average Annual Job Openings,Median Hourly Earnings,Median Annual Earnings
Bay,17-3013,Mechanical Drafters,Associate's degree,870,-0.030744828,70,44.91497299,93420
SCC,17-3013,Mechanical Drafters,Associate's degree,230,-0.037763156,20,36.55009226,76020
LA,17-3013,Mechanical Drafters,Associate's degree,960,-0.064132187,80,37.6595543,78330
IE/D,17-3019,"Drafters, All Other",Associate's degree,160,-0.060177238,10,30.75933311,63980
FN,17-3019,"Drafters, All Other",Associate's degree,20,-0.015582952,0,25.70379594,53460
SD/I,17-3019,"Drafters, All Other",Associate's degree,140,-0.021229233,10,34.84792054,72480
CVML,17-3019,"Drafters, All Other",Associate's degree,110,-0.01700642,10,33.00289699,68650
OC,17-3019,"Drafters, All Other",Associate's degree,260,-0.05752124,20,36.23150514,75360
Bay,17-3019,"Drafters, All Other",Associate's degree,320,-0.042808822,30,38.70318762,80500
CA,17-3019,"Drafters, All Other",Associate's degree,1750,-0.056663934,150,34.67312169,72120
SCC,17-3019,"Drafters, All Other",Associate's degree,140,-0.077179159,10,31.71585768,65970
LA,17-3019,"Drafters, All Other",Associate's degree,440,-0.100692574,40,34.33838858,71420
GS,17-3019,"Drafters, All Other",Associate's degree,100,-0.019434548,10,36.66138806,76260
SCC,17-3021,Aerospace Engineering and Operations Technologists and Technicians,Associate's degree,100,0.11979542,10,42.8063846,89040
GS,17-3021,Aerospace Engineering and Operations Technologists and Technicians,Associate's degree,540,0.015166089,50,36.13790775,75170
SD/I,17-3021,Aerospace Engineering and Operations Technologists and Technicians,Associate's degree,110,0.116173506,10,42.98521623,89410
FN,17-3021,Aerospace Engineering and Operations Technologists and Technicians,Associate's degree,0,-0.000873421,0,39.11885197,81370
CA,17-3021,Aerospace Engineering and Operations Technologists and Technicians,Associate's degree,1870,0.070172076,190,47.54400446,98890
CVML,17-3021,Aerospace Engineering and Operations Technologists and Technicians,Associate's degree,70,0.180625235,10,42.49777696,88400
OC,17-3021,Aerospace Engineering and Operations Technologists and Technicians,Associate's degree,160,0.029441733,10,46.6577596,97050
Bay,17-3021,Aerospace Engineering and Operations Technologists and Technicians,Associate's degree,300,0.103397019,30,48.77014881,101440
IE/D,17-3021,Aerospace Engineering and Operations Technologists and Technicians,Associate's degree,110,0.00418133,10,57.35066325,119290
LA,17-3021,Aerospace Engineering and Operations Technologists and Technicians,Associate's degree,440,0.0804344,40,47.82309806,99470
LA,17-3022,Civil Engineering Technologists and Technicians,Associate's degree,1100,0.012737448,100,40.48483441,84210
OC,17-3022,Civil Engineering Technologists and Technicians,Associate's degree,590,-0.013413856,50,39.36691458,81880
Bay,17-3022,Civil Engineering Technologists and Technicians,Associate's degree,2140,0.021776171,190,46.65259616,97040
GS,17-3022,Civil Engineering Technologists and Technicians,Associate's degree,690,0.104209764,70,39.45742197,82070
FN,17-3022,Civil Engineering Technologists and Technicians,Associate's degree,280,0.02821886,30,31.6875164,65910
SD/I,17-3022,Civil Engineering Technologists and Technicians,Associate's degree,1010,0.037495491,90,38.6605267,80410
IE/D,17-3022,Civil Engineering Technologists and Technicians,Associate's degree,800,0.054431321,80,38.90397796,80920
CVML,17-3022,Civil Engineering Technologists and Technicians,Associate's degree,760,0.063811318,70,36.84099917,76630
CA,17-3022,Civil Engineering Technologists and Technicians,Associate's degree,8030,0.036322058,750,40.02314863,83250
SCC,17-3022,Civil Engineering Technologists and Technicians,Associate's degree,480,0.016395417,40,39.67771584,82530
CA,17-3023,Electrical and Electronic Engineering Technologists and Technicians,Associate's degree,14450,-0.006738399,1320,41.29208558,85890
SCC,17-3023,Electrical and Electronic Engineering Technologists and Technicians,Associate's degree,1030,-0.034496695,90,44.27877278,92100
Bay,17-3023,Electrical and Electronic Engineering Technologists and Technicians,Associate's degree,5020,-0.028531818,450,44.90981262,93410
CVML,17-3023,Electrical and Electronic Engineering Technologists and Technicians,Associate's degree,880,0.035214637,90,44.77540651,93130
IE/D,17-3023,Electrical and Electronic Engineering Technologists and Technicians,Associate's degree,750,0.005345654,70,38.09235516,79230
SD/I,17-3023,Electrical and Electronic Engineering Technologists and Technicians,Associate's degree,2260,-0.007354692,200,43.95968178,91440
FN,17-3023,Electrical and Electronic Engineering Technologists and Technicians,Associate's degree,80,0.05303471,10,40.82861456,84920
GS,17-3023,Electrical and Electronic Engineering Technologists and Technicians,Associate's degree,520,0.028806852,50,38.31641872,79700
LA,17-3023,Electrical and Electronic Engineering Technologists and Technicians,Associate's degree,2110,-0.037545285,180,38.64646052,80380
OC,17-3023,Electrical and Electronic Engineering Technologists and Technicians,Associate's degree,1230,-0.001394492,110,40.34802767,83920
SCC,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Associate's degree,120,0.001166238,10,39.30075897,81750
Bay,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Associate's degree,820,-0.031175203,70,38.33223088,79730
FN,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Associate's degree,0,-0.084731507,0,33.20844012,69070
IE/D,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Associate's degree,80,0.035359148,10,32.40285549,67400
OC,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Associate's degree,160,0.008095666,10,45.05007622,93700
CVML,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Associate's degree,40,0.188296307,0,35.37186079,73570
SD/I,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Associate's degree,160,0.01068556,10,38.51455196,80110
CA,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Associate's degree,1780,-0.002261056,160,39.158464,81450
GS,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Associate's degree,40,0.120973039,0,38.10524937,79260
LA,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Associate's degree,290,-0.02511938,20,43.90505391,91320
Bay,17-3025,Environmental Engineering Technologists and Technicians,Associate's degree,540,-0.002168613,50,40.27807272,83780
GS,17-3025,Environmental Engineering Technologists and Technicians,Associate's degree,200,0.041269588,20,29.53678092,61440
SD/I,17-3025,Environmental Engineering Technologists and Technicians,Associate's degree,360,-0.00089708,30,27.86894502,57970
CVML,17-3025,Environmental Engineering Technologists and Technicians,Associate's degree,120,0.022105429,10,25.84206336,53750
IE/D,17-3025,Environmental Engineering Technologists and Technicians,Associate's degree,260,0.022308991,20,28.48667756,59250
CA,17-3025,Environmental Engineering Technologists and Technicians,Associate's degree,2120,0.012283354,190,28.77567684,59850
OC,17-3025,Environmental Engineering Technologists and Technicians,Associate's degree,120,-0.00183853,10,28.0546594,58350
SCC,17-3025,Environmental Engineering Technologists and Technicians,Associate's degree,150,0.006682339,10,36.25841764,75420
LA,17-3025,Environmental Engineering Technologists and Technicians,Associate's degree,240,0.017641321,20,28.1956262,58650
FN,17-3025,Environmental Engineering Technologists and Technicians,Associate's degree,40,-0.013342038,0,19.05973695,39640
GS,17-3026,Industrial Engineering Technologists and Technicians,Associate's degree,200,0.090240693,20,35.61335639,74080
SD/I,17-3026,Industrial Engineering Technologists and Technicians,Associate's degree,820,0.011856925,70,35.65001903,74150
CVML,17-3026,Industrial Engineering Technologists and Technicians,Associate's degree,240,0.104059179,30,32.27121377,67120
FN,17-3026,Industrial Engineering Technologists and Technicians,Associate's degree,30,0.125660173,0,35.27675121,73380
IE/D,17-3026,Industrial Engineering Technologists and Technicians,Associate's degree,230,0.028094917,20,34.44428232,71640
CA,17-3026,Industrial Engineering Technologists and Technicians,Associate's degree,5890,0.033130099,540,37.89757133,78830
OC,17-3026,Industrial Engineering Technologists and Technicians,Associate's degree,560,0.054295137,50,38.31327837,79690
SCC,17-3026,Industrial Engineering Technologists and Technicians,Associate's degree,330,0.019266059,30,40.96227304,85200
LA,17-3026,Industrial Engineering Technologists and Technicians,Associate's degree,820,-0.004453037,70,36.37016157,75650
Bay,17-3026,Industrial Engineering Technologists and Technicians,Associate's degree,2460,0.015377845,220,40.40681378,84050
FN,17-3027,Mechanical Engineering Technologists and Technicians,Associate's degree,10,-0.040940198,0,37.14489818,77260
SCC,17-3027,Mechanical Engineering Technologists and Technicians,Associate's degree,200,0.008729129,20,40.63000555,84510
IE/D,17-3027,Mechanical Engineering Technologists and Technicians,Associate's degree,150,0.019845821,10,29.94269544,62280
CA,17-3027,Mechanical Engineering Technologists and Technicians,Associate's degree,3650,0.012605811,320,41.88170812,87110
OC,17-3027,Mechanical Engineering Technologists and Technicians,Associate's degree,430,-0.007702628,40,38.36955937,79810
Bay,17-3027,Mechanical Engineering Technologists and Technicians,Associate's degree,1390,0.014876506,120,46.92891358,97610
CVML,17-3027,Mechanical Engineering Technologists and Technicians,Associate's degree,170,0.03172106,20,41.42576554,86170
GS,17-3027,Mechanical Engineering Technologists and Technicians,Associate's degree,100,0.052105929,10,37.58045981,78170
LA,17-3027,Mechanical Engineering Technologists and Technicians,Associate's degree,730,-0.020012668,60,37.6025845,78210
SD/I,17-3027,Mechanical Engineering Technologists and Technicians,Associate's degree,330,0.021825047,30,37.35305422,77690
SD/I,17-3028,Calibration Technologists and Technicians,Associate's degree,120,0.027586337,10,40.89209157,85060
FN,17-3028,Calibration Technologists and Technicians,Associate's degree,100,-0.055342026,10,41.16058999,85610
Bay,17-3028,Calibration Technologists and Technicians,Associate's degree,420,0.011505205,40,46.74331231,97230
SCC,17-3028,Calibration Technologists and Technicians,Associate's degree,70,0.032345108,10,43.43177438,90340
IE/D,17-3028,Calibration Technologists and Technicians,Associate's degree,90,0.087809742,10,31.65549377,65840
CA,17-3028,Calibration Technologists and Technicians,Associate's degree,1470,0.039174626,140,37.31700416,77620
OC,17-3028,Calibration Technologists and Technicians,Associate's degree,160,0.032579682,10,35.54100185,73930
GS,17-3028,Calibration Technologists and Technicians,Associate's degree,60,0.113181063,10,32.05354313,66670
CVML,17-3028,Calibration Technologists and Technicians,Associate's degree,70,0.160391065,10,33.97335274,70660
LA,17-3028,Calibration Technologists and Technicians,Associate's degree,340,0.045182211,30,33.17017524,68990
SD/I,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Associate's degree,1690,-0.004080475,140,44.36786932,92290
CVML,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Associate's degree,880,0.010163066,80,43.87181175,91250
LA,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Associate's degree,1180,0.001201083,100,33.56447826,69810
SCC,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Associate's degree,620,0.001489609,50,41.06812093,85420
GS,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Associate's degree,280,0.062689246,30,38.90956616,80930
CA,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Associate's degree,8010,0.01779316,710,38.62384085,80340
OC,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Associate's degree,600,0.009306358,50,33.60782256,69900
IE/D,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Associate's degree,400,0.013294767,30,38.96142244,81040
FN,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Associate's degree,50,0.036071058,10,35.79370368,74450
Bay,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Associate's degree,1980,0.025695019,180,40.64084044,84530
SCC,17-3031,Surveying and Mapping Technicians,High school diploma or equivalent,220,0.04530158,30,34.90807855,72610
CVML,17-3031,Surveying and Mapping Technicians,High school diploma or equivalent,360,0.081249054,50,30.45494633,63350
LA,17-3031,Surveying and Mapping Technicians,High school diploma or equivalent,690,0.004365998,90,43.4696985,90420
GS,17-3031,Surveying and Mapping Technicians,High school diploma or equivalent,320,0.023677593,40,37.23807578,77460
CA,17-3031,Surveying and Mapping Technicians,High school diploma or equivalent,4010,0.042765251,540,36.68364758,76300
OC,17-3031,Surveying and Mapping Technicians,High school diploma or equivalent,370,0.024844187,50,43.21211669,89880
IE/D,17-3031,Surveying and Mapping Technicians,High school diploma or equivalent,450,0.063444839,60,34.10171094,70930
SD/I,17-3031,Surveying and Mapping Technicians,High school diploma or equivalent,560,0.037065405,70,36.84448804,76640
FN,17-3031,Surveying and Mapping Technicians,High school diploma or equivalent,90,0.097636597,10,28.277858,58820
Bay,17-3031,Surveying and Mapping Technicians,High school diploma or equivalent,830,0.036327662,110,37.84961281,78730
Bay,19-4012,Agricultural Technicians,Associate's degree,1220,0.018585543,190,29.57216714,61510
OC,19-4012,Agricultural Technicians,Associate's degree,150,0.035906394,20,23.28334057,48430
SCC,19-4012,Agricultural Technicians,Associate's degree,300,0.097452128,50,24.76348143,51510
IE/D,19-4012,Agricultural Technicians,Associate's degree,130,0.030492476,20,23.541555,48970
CA,19-4012,Agricultural Technicians,Associate's degree,3770,0.020596001,590,27.92675064,58090
LA,19-4012,Agricultural Technicians,Associate's degree,370,0.019106485,60,23.97238801,49860
CVML,19-4012,Agricultural Technicians,Associate's degree,740,-0.028567041,110,24.76418958,51510
FN,19-4012,Agricultural Technicians,Associate's degree,80,0.03007956,10,27.75834514,57740
SD/I,19-4012,Agricultural Technicians,Associate's degree,220,0.018680496,30,27.25978979,56700
GS,19-4012,Agricultural Technicians,Associate's degree,480,0.016820935,70,28.88204424,60070
Bay,19-4013,Food Science Technicians,Associate's degree,780,0.013174811,120,27.84091382,57910
IE/D,19-4013,Food Science Technicians,Associate's degree,380,0.059307772,60,24.38277412,50720
SCC,19-4013,Food Science Technicians,Associate's degree,330,0.050185595,50,25.27223682,52570
CA,19-4013,Food Science Technicians,Associate's degree,4050,0.016078313,630,25.73123857,53520
CVML,19-4013,Food Science Technicians,Associate's degree,1170,0.005324064,180,23.78273895,49470
SD/I,19-4013,Food Science Technicians,Associate's degree,180,-0.001684558,30,23.41291643,48700
LA,19-4013,Food Science Technicians,Associate's degree,650,-0.016856503,100,25.95971344,54000
GS,19-4013,Food Science Technicians,Associate's degree,210,0.040727017,30,30.08311751,62570
FN,19-4013,Food Science Technicians,Associate's degree,70,-0.022463899,10,25.55570169,53160
OC,19-4013,Food Science Technicians,Associate's degree,220,0.037080173,30,25.532172,53110
GS,19-4021,Biological Technicians,Bachelor's degree,750,0.036410726,90,30.88955008,64250
OC,19-4021,Biological Technicians,Bachelor's degree,540,0.075960463,70,31.98240594,66520
LA,19-4021,Biological Technicians,Bachelor's degree,1380,0.052881029,160,32.02881123,66620
FN,19-4021,Biological Technicians,Bachelor's degree,100,0.061156056,10,27.27900452,56740
SD/I,19-4021,Biological Technicians,Bachelor's degree,1820,-0.011372429,190,32.24692297,67070
CA,19-4021,Biological Technicians,Bachelor's degree,9620,0.043980533,1120,34.34,71430
