soc_code	category	rank	element
43-4021	knowledge	1	Administrative
43-4021	knowledge	2	Economics and Accounting
43-4021	knowledge	3	Mathematics
43-4021	knowledge	4	Computers and Electronics
43-4021	knowledge	5	Customer and Personal Service
43-4021	knowledge	6	Law and Government
43-4021	knowledge	7	English Language
43-4021	knowledge	8	Communications and Media
43-4021	skills	1	Writing
43-4021	skills	2	Reading Comprehension
43-4021	skills	3	Mathematics
43-4021	skills	4	Active Listening
43-4021	skills	5	Service Orientation
43-4021	skills	6	Negotiation
43-4021	skills	7	Persuasion
43-4021	skills	8	Judgment and Decision Making
43-4021	abilities	1	Written Expression
43-4021	abilities	2	Written Comprehension
43-4021	abilities	3	Number Facility
43-4021	abilities	4	Speed of Closure
43-4021	abilities	5	Fluency of Ideas
43-4021	abilities	6	Originality
43-4021	abilities	7	Oral Comprehension
43-4021	abilities	8	Near Vision
43-4021	technology	1	Cloud-based data access and sharing software
43-4021	technology	2	Enterprise application integration software
43-4021	technology	3	Medical software
43-4031	knowledge	1	Law and Government
43-4031	knowledge	2	Administrative
43-4031	knowledge	3	Customer and Personal Service
43-4031	knowledge	4	Economics and Accounting
43-4031	knowledge	5	Administration and Management
43-4031	knowledge	6	Personnel and Human Resources
43-4031	knowledge	7	Computers and Electronics
43-4031	knowledge	8	English Language
43-4031	skills	1	Writing
43-4031	skills	2	Service Orientation
43-4031	skills	3	Management of Personnel Resources
43-4031	skills	4	Social Perceptiveness
43-4031	skills	5	Speaking
43-4031	skills	6	Time Management
43-4031	skills	7	Active Listening
43-4031	skills	8	Reading Comprehension
43-4031	abilities	1	Wrist-Finger Speed
43-4031	abilities	2	Oral Comprehension
43-4031	abilities	3	Speech Recognition
43-4031	abilities	4	Memorization
43-4031	abilities	5	Written Expression
43-4031	abilities	6	Oral Expression
43-4031	abilities	7	Near Vision
43-4031	abilities	8	Information Ordering
43-4031	technology	1	Video conferencing software
43-4031	technology	2	Document management software
43-4031	technology	3	Data base reporting software
43-4031	technology	4	Information retrieval or search software
43-4031	technology	5	Calendar and scheduling software
43-4041	knowledge	1	Economics and Accounting
43-4041	knowledge	2	Law and Government
43-4041	knowledge	3	Customer and Personal Service
43-4041	knowledge	4	Administrative
43-4041	knowledge	5	Mathematics
43-4041	knowledge	6	Sales and Marketing
43-4041	knowledge	7	Computers and Electronics
43-4041	knowledge	8	Administration and Management
43-4041	skills	1	Active Listening
43-4041	skills	2	Speaking
43-4041	skills	3	Negotiation
43-4041	skills	4	Writing
43-4041	skills	5	Reading Comprehension
43-4041	skills	6	Social Perceptiveness
43-4041	skills	7	Judgment and Decision Making
43-4041	skills	8	Time Management
43-4041	abilities	1	Written Expression
43-4041	abilities	2	Written Comprehension
43-4041	abilities	3	Oral Expression
43-4041	abilities	4	Oral Comprehension
43-4041	abilities	5	Speech Clarity
43-4041	abilities	6	Speech Recognition
43-4041	abilities	7	Near Vision
43-4041	abilities	8	Information Ordering
43-4041	technology	1	Business intelligence and data analysis software
43-4041	technology	2	Financial analysis software
43-4041	technology	3	Accounting software
43-4051	knowledge	1	Customer and Personal Service
43-4051	knowledge	2	Sales and Marketing
43-4051	knowledge	3	Economics and Accounting
43-4051	knowledge	4	Administrative
43-4051	knowledge	5	Administration and Management
43-4051	knowledge	6	Computers and Electronics
43-4051	knowledge	7	English Language
43-4051	knowledge	8	Mathematics
43-4051	skills	1	Service Orientation
43-4051	skills	2	Active Listening
43-4051	skills	3	Negotiation
43-4051	skills	4	Speaking
43-4051	skills	5	Persuasion
43-4051	skills	6	Time Management
43-4051	skills	7	Instructing
43-4051	skills	8	Complex Problem Solving
43-4051	abilities	1	Speech Recognition
43-4051	abilities	2	Speech Clarity
43-4051	abilities	3	Oral Expression
43-4051	abilities	4	Oral Comprehension
43-4051	abilities	5	Written Expression
43-4051	abilities	6	Problem Sensitivity
43-4051	abilities	7	Mathematical Reasoning
43-4051	abilities	8	Memorization
43-4051	technology	1	Time accounting software
43-4051	technology	2	Video conferencing software
43-4051	technology	3	Customer relationship management CRM software
43-4051	technology	4	Medical software
43-4051	technology	5	Cloud-based data access and sharing software
43-4051	technology	6	Accounting software
43-4051	technology	7	Web page creation and editing software
43-4051	technology	8	Document management software
43-4061	knowledge	1	Customer and Personal Service
43-4061	knowledge	2	Personnel and Human Resources
43-4061	knowledge	3	Administrative
43-4061	knowledge	4	Administration and Management
43-4061	knowledge	5	English Language
43-4061	knowledge	6	Law and Government
43-4061	knowledge	7	Communications and Media
43-4061	knowledge	8	Education and Training
43-4061	skills	1	Speaking
43-4061	skills	2	Service Orientation
43-4061	skills	3	Social Perceptiveness
43-4061	skills	4	Writing
43-4061	skills	5	Reading Comprehension
43-4061	skills	6	Active Listening
43-4061	skills	7	Negotiation
43-4061	skills	8	Persuasion
43-4061	abilities	1	Written Expression
43-4061	abilities	2	Oral Expression
43-4061	abilities	3	Speech Clarity
43-4061	abilities	4	Speech Recognition
43-4061	abilities	5	Written Comprehension
43-4061	abilities	6	Oral Comprehension
43-4061	abilities	7	Inductive Reasoning
43-4061	abilities	8	Deductive Reasoning
43-4061	technology	1	Video conferencing software
43-4061	technology	2	Data compression software
43-4061	technology	3	Data base reporting software
43-4061	technology	4	Medical software
43-4061	technology	5	Document management software
43-4061	technology	6	Calendar and scheduling software
43-4071	knowledge	1	Administrative
43-4071	knowledge	2	Economics and Accounting
43-4071	knowledge	3	Computers and Electronics
43-4071	knowledge	4	Personnel and Human Resources
43-4071	knowledge	5	Communications and Media
43-4071	knowledge	6	Law and Government
43-4071	knowledge	7	Customer and Personal Service
43-4071	knowledge	8	English Language
43-4071	skills	1	Reading Comprehension
43-4071	skills	2	Service Orientation
43-4071	skills	3	Time Management
43-4071	skills	4	Social Perceptiveness
43-4071	skills	5	Writing
43-4071	skills	6	Monitoring
43-4071	skills	7	Active Learning
43-4071	skills	8	Coordination
43-4071	abilities	1	Category Flexibility
43-4071	abilities	2	Information Ordering
43-4071	abilities	3	Perceptual Speed
43-4071	abilities	4	Written Comprehension
43-4071	abilities	5	Near Vision
43-4071	abilities	6	Finger Dexterity
43-4071	abilities	7	Written Expression
43-4071	abilities	8	Oral Comprehension
43-4071	technology	1	Cloud-based data access and sharing software
43-4071	technology	2	Accounting software
43-4071	technology	3	Document management software
43-4071	technology	4	Filesystem software
43-4071	technology	5	Optical character reader OCR or scanning software
43-4071	technology	6	Medical software
43-4081	knowledge	1	Administrative
43-4081	knowledge	2	Customer and Personal Service
43-4081	knowledge	3	Public Safety and Security
43-4081	knowledge	4	Sales and Marketing
43-4081	knowledge	5	Economics and Accounting
43-4081	knowledge	6	English Language
43-4081	knowledge	7	Telecommunications
43-4081	knowledge	8	Computers and Electronics
43-4081	skills	1	Service Orientation
43-4081	skills	2	Social Perceptiveness
43-4081	skills	3	Management of Personnel Resources
43-4081	skills	4	Negotiation
43-4081	skills	5	Speaking
43-4081	skills	6	Persuasion
43-4081	skills	7	Mathematics
43-4081	skills	8	Instructing
43-4081	abilities	1	Number Facility
43-4081	abilities	2	Oral Expression
43-4081	abilities	3	Oral Comprehension
43-4081	abilities	4	Mathematical Reasoning
43-4081	abilities	5	Originality
43-4081	abilities	6	Speech Recognition
43-4081	abilities	7	Fluency of Ideas
43-4081	abilities	8	Speech Clarity
43-4081	technology	1	Web page creation and editing software
43-4081	technology	2	Facilities management software
43-4081	technology	3	Instant messaging software
43-4081	technology	4	Financial analysis software
43-4081	technology	5	Desktop publishing software
43-4111	knowledge	1	Customer and Personal Service
43-4111	knowledge	2	Administrative
43-4111	knowledge	3	Therapy and Counseling
43-4111	knowledge	4	Computers and Electronics
43-4111	knowledge	5	Communications and Media
43-4111	knowledge	6	Mathematics
43-4111	knowledge	7	Personnel and Human Resources
43-4111	knowledge	8	Administration and Management
43-4111	skills	1	Active Listening
43-4111	skills	2	Negotiation
43-4111	skills	3	Speaking
43-4111	skills	4	Service Orientation
43-4111	skills	5	Management of Personnel Resources
43-4111	skills	6	Persuasion
43-4111	skills	7	Social Perceptiveness
43-4111	skills	8	Time Management
43-4111	abilities	1	Speech Recognition
43-4111	abilities	2	Speech Clarity
43-4111	abilities	3	Oral Expression
43-4111	abilities	4	Selective Attention
43-4111	abilities	5	Oral Comprehension
43-4111	abilities	6	Written Expression
43-4111	abilities	7	Information Ordering
43-4111	abilities	8	Category Flexibility
43-4111	technology	1	Customer relationship management CRM software
43-4111	technology	2	Medical software
43-4111	technology	3	Human resources software
43-4121	knowledge	1	Administrative
43-4121	knowledge	2	Psychology
43-4121	knowledge	3	Customer and Personal Service
43-4121	knowledge	4	Public Safety and Security
43-4121	knowledge	5	Education and Training
43-4121	knowledge	6	Computers and Electronics
43-4121	knowledge	7	English Language
43-4121	skills	1	Service Orientation
43-4121	skills	2	Instructing
43-4121	skills	3	Coordination
43-4121	skills	4	Writing
43-4121	skills	5	Time Management
43-4121	skills	6	Reading Comprehension
43-4121	skills	7	Learning Strategies
43-4121	skills	8	Social Perceptiveness
43-4121	abilities	1	Time Sharing
43-4121	abilities	2	Trunk Strength
43-4121	abilities	3	Perceptual Speed
43-4121	abilities	4	Written Comprehension
43-4121	abilities	5	Memorization
43-4121	abilities	6	Information Ordering
43-4121	abilities	7	Selective Attention
43-4121	abilities	8	Oral Expression
43-4121	technology	1	Object or component oriented development software
43-4121	technology	2	Document management software
43-4121	technology	3	Library software
43-4121	technology	4	Information retrieval or search software
43-4121	technology	5	Desktop publishing software
43-4131	knowledge	1	Administrative
43-4131	knowledge	2	Customer and Personal Service
43-4131	knowledge	3	Law and Government
43-4131	knowledge	4	Sales and Marketing
43-4131	knowledge	5	Economics and Accounting
43-4131	knowledge	6	English Language
43-4131	knowledge	7	Computers and Electronics
43-4131	knowledge	8	Mathematics
43-4131	skills	1	Mathematics
43-4131	skills	2	Active Listening
43-4131	skills	3	Speaking
43-4131	skills	4	Writing
43-4131	skills	5	Reading Comprehension
43-4131	skills	6	Complex Problem Solving
43-4131	skills	7	Active Learning
43-4131	skills	8	Negotiation
43-4131	abilities	1	Speech Recognition
43-4131	abilities	2	Written Comprehension
43-4131	abilities	3	Speech Clarity
43-4131	abilities	4	Mathematical Reasoning
43-4131	abilities	5	Number Facility
43-4131	abilities	6	Oral Comprehension
43-4131	abilities	7	Information Ordering
43-4131	abilities	8	Written Expression
43-4131	technology	1	Customer relationship management CRM software
43-4131	technology	2	Financial analysis software
43-4131	technology	3	Desktop publishing software
43-4131	technology	4	Accounting software
43-4141	knowledge	1	Sales and Marketing
43-4141	knowledge	2	Administrative
43-4141	knowledge	3	Customer and Personal Service
43-4141	knowledge	4	Economics and Accounting
43-4141	knowledge	5	Computers and Electronics
43-4141	knowledge	6	Public Safety and Security
43-4141	knowledge	7	Law and Government
43-4141	knowledge	8	Mathematics
43-4141	skills	1	Speaking
43-4141	skills	2	Service Orientation
43-4141	skills	3	Active Listening
43-4141	skills	4	Mathematics
43-4141	skills	5	Persuasion
43-4141	skills	6	Social Perceptiveness
43-4141	skills	7	Reading Comprehension
43-4141	skills	8	Coordination
43-4141	abilities	1	Mathematical Reasoning
43-4141	abilities	2	Number Facility
43-4141	abilities	3	Oral Expression
43-4141	abilities	4	Oral Comprehension
43-4141	abilities	5	Speech Recognition
43-4141	abilities	6	Written Comprehension
43-4141	abilities	7	Memorization
43-4141	abilities	8	Speech Clarity
43-4141	technology	1	Cloud-based data access and sharing software
43-4141	technology	2	Financial analysis software
43-4141	technology	3	Customer relationship management CRM software
43-4141	technology	4	Accounting software
43-4151	knowledge	1	Production and Processing
43-4151	knowledge	2	Sales and Marketing
43-4151	knowledge	3	Transportation
43-4151	knowledge	4	Computers and Electronics
43-4151	knowledge	5	Administrative
43-4151	knowledge	6	Customer and Personal Service
43-4151	knowledge	7	Education and Training
43-4151	knowledge	8	Personnel and Human Resources
43-4151	skills	1	Service Orientation
43-4151	skills	2	Mathematics
43-4151	skills	3	Active Listening
43-4151	skills	4	Speaking
43-4151	skills	5	Negotiation
43-4151	skills	6	Persuasion
43-4151	skills	7	Reading Comprehension
43-4151	skills	8	Writing
43-4151	abilities	1	Speech Recognition
43-4151	abilities	2	Speech Clarity
43-4151	abilities	3	Near Vision
43-4151	abilities	4	Speed of Closure
43-4151	abilities	5	Number Facility
43-4151	abilities	6	Oral Expression
43-4151	abilities	7	Perceptual Speed
43-4151	abilities	8	Oral Comprehension
43-4151	technology	1	Accounting software
43-4151	technology	2	Document management software
43-4151	technology	3	Procurement software
43-4151	technology	4	Enterprise system management software
43-4151	technology	5	Materials requirements planning logistics and supply chain software
43-4151	technology	6	Inventory management software
43-4161	knowledge	1	Personnel and Human Resources
43-4161	knowledge	2	Administrative
43-4161	knowledge	3	Administration and Management
43-4161	knowledge	4	Customer and Personal Service
